1601578800,-64.66187
1601579100,-63.5962
1601579400,-62.51827
1601579700,-61.42828
1601580000,-60.32643
1601580300,-59.21295
1601580600,-58.08805
1601580900,-56.95195
1601581200,-55.80486
1601581500,-54.647
1601581800,-53.4786
1601582100,-52.29989
1601582400,-51.11108
1601582700,-49.91242
1601583000,-48.70413
1601583300,-47.48645
1601583600,-46.2596
1601583900,-45.02383
1601584200,-43.77938
1601584500,-42.52648
1601584800,-41.26538
1601585100,-39.99632
1601585400,-38.71954
1601585700,-37.4353
1601586000,-36.14383
1601586300,-34.84539
1601586600,-33.54023
1601586900,-32.2286
1601587200,-30.91075
1601587500,-29.58694
1601587800,-28.25743
1601588100,-26.92246
1601588400,-25.5823
1601588700,-24.2372
1601589000,-22.88743
1601589300,-21.53324
1601589600,-20.1749
1601589900,-18.81267
1601590200,-17.44681
1601590500,-16.07759
1601590800,-14.70526
1601591100,-13.3301
1601591400,-11.95236
1601591700,-10.57232
1601592000,-9.19024
1601592300,-7.80639
1601592600,-6.42103
1601592900,-5.03443
1601593200,-3.64686
1601593500,-2.25859
1601593800,-0.86988
1601594100,0.519
1601594400,1.90777
1601594700,3.29618
1601595000,4.68395
1601595300,6.07082
1601595600,7.45651
1601595900,8.84077
1601596200,10.22333
1601596500,11.60391
1601596800,12.98225
1601597100,14.35809
1601597400,15.73116
1601597700,17.10119
1601598000,18.46793
1601598300,19.8311
1601598600,21.19045
1601598900,22.54571
1601599200,23.89662
1601599500,25.24292
1601599800,26.58436
1601600100,27.92066
1601600400,29.25158
1601600700,30.57685
1601601000,31.89623
1601601300,33.20946
1601601600,34.51628
1601601900,35.81644
1601602200,37.10969
1601602500,38.39578
1601602800,39.67447
1601603100,40.9455
1601603400,42.20864
1601603700,43.46363
1601604000,44.71024
1601604300,45.94823
1601604600,47.17735
1601604900,48.39737
1601605200,49.60805
1601605500,50.80917
1601605800,52.00049
1601606100,53.18177
1601606400,54.3528
1601606700,55.51334
1601607000,56.66317
1601607300,57.80207
1601607600,58.92983
1601607900,60.04621
1601608200,61.15101
1601608500,62.24402
1601608800,63.32502
1601609100,64.3938
1601609400,65.45017
1601609700,66.4939
1601610000,67.52482
1601610300,68.5427
1601610600,69.54736
1601610900,70.53861
1601611200,71.51626
1601611500,72.4801
1601611800,73.42997
1601612100,74.36567
1601612400,75.28702
1601612700,76.19386
1601613000,77.08599
1601613300,77.96326
1601613600,78.82548
1601613900,79.6725
1601614200,80.50416
1601614500,81.32028
1601614800,82.12072
1601615100,82.90531
1601615400,83.67392
1601615700,84.42638
1601616000,85.16256
1601616300,85.88231
1601616600,86.58549
1601616900,87.27197
1601617200,87.94162
1601617500,88.5943
1601617800,89.22989
1601618100,89.84827
1601618400,90.44932
1601618700,91.03292
1601619000,91.59897
1601619300,92.14734
1601619600,92.67794
1601619900,93.19066
1601620200,93.6854
1601620500,94.16207
1601620800,94.62058
1601621100,95.06083
1601621400,95.48275
1601621700,95.88625
1601622000,96.27126
1601622300,96.63769
1601622600,96.98548
1601622900,97.31457
1601623200,97.62488
1601623500,97.91636
1601623800,98.18895
1601624100,98.44261
1601624400,98.67727
1601624700,98.8929
