2012.01.01,0,-40.7980943821472,-40.7980943821472,-40.7980943821472,-40.7980943821472,1
2012.01.02,0,-36.2021532045174,-36.2021532045174,-36.2021532045174,-36.2021532045174,1
2012.01.03,0,-31.2444920789086,-31.2444920789086,-31.2444920789086,-31.2444920789086,1
2012.01.04,0,-25.9746463165032,-25.9746463165032,-25.9746463165032,-25.9746463165032,1
2012.01.05,0,-20.4452704741798,-20.4452704741798,-20.4452704741798,-20.4452704741798,1
2012.01.06,0,-14.7116122475861,-14.7116122475861,-14.7116122475861,-14.7116122475861,1
2012.01.07,0,-8.8309604544269,-8.8309604544269,-8.8309604544269,-8.8309604544269,1
2012.01.08,0,-2.86207262353446,-2.86207262353446,-2.86207262353446,-2.86207262353446,1
2012.01.09,0,3.13541209093692,3.13541209093692,3.13541209093692,3.13541209093692,1
2012.01.10,0,9.10156880422508,9.10156880422508,9.10156880422508,9.10156880422508,1
2012.01.11,0,14.9767856506,14.9767856506,14.9767856506,14.9767856506,1
2012.01.12,0,20.7023594054213,20.7023594054213,20.7023594054213,20.7023594054213,1
2012.01.13,0,26.2210820283536,26.2210820283536,26.2210820283536,26.2210820283536,1
2012.01.14,0,31.4778122671958,31.4778122671958,31.4778122671958,31.4778122671958,1
2012.01.15,0,36.4200266110455,36.4200266110455,36.4200266110455,36.4200266110455,1
2012.01.16,0,40.9983440878576,40.9983440878576,40.9983440878576,40.9983440878576,1
2012.01.17,0,45.1670196627943,45.1670196627943,45.1670196627943,45.1670196627943,1
2012.01.18,0,48.8844013074919,48.8844013074919,48.8844013074919,48.8844013074919,1
2012.01.19,0,52.1133461733595,52.1133461733595,52.1133461733595,52.1133461733595,1
2012.01.20,0,54.8215917106446,54.8215917106446,54.8215917106446,54.8215917106446,1
2012.01.21,0,56.9820780251656,56.9820780251656,56.9820780251656,56.9820780251656,1
2012.01.22,0,58.5732182518296,58.5732182518296,58.5732182518296,58.5732182518296,1
2012.01.23,0,59.5791142434528,59.5791142434528,59.5791142434528,59.5791142434528,1
