1990.01.02,0,5.99000499880969,5.99000499880969,5.99000499880969,5.99000499880969,1
1990.01.03,0,11.9201598477037,11.9201598477037,11.9201598477037,11.9201598477037,1
1990.01.04,0,17.7312123996804,17.7312123996804,17.7312123996804,17.7312123996804,1
1990.01.05,0,23.365100538519,23.365100538519,23.365100538519,23.365100538519,1
1990.01.06,0,28.7655323162522,28.7655323162522,28.7655323162522,28.7655323162522,1
1990.01.07,0,33.8785484037021,33.8785484037021,33.8785484037021,33.8785484037021,1
1990.01.08,0,38.6530612342615,38.6530612342615,38.6530612342615,38.6530612342615,1
1990.01.09,0,43.0413654539714,43.0413654539714,43.0413654539714,43.0413654539714,1
1990.01.10,0,46.999614577649,46.999614577649,46.999614577649,46.999614577649,1
1990.01.11,0,50.4882590884738,50.4882590884738,50.4882590884738,50.4882590884738,1
1990.01.12,0,53.4724416036861,53.4724416036861,53.4724416036861,53.4724416036861,1
1990.01.13,0,55.9223451580336,55.9223451580336,55.9223451580336,55.9223451580336,1
1990.01.14,0,57.8134911250316,57.8134911250316,57.8134911250316,57.8134911250316,1
1990.01.15,0,59.1269837993076,59.1269837993076,59.1269837993076,59.1269837993076,1
1990.01.16,0,59.8496991962433,59.8496991962433,59.8496991962433,59.8496991962433,1
1990.01.17,0,59.9744161824903,59.9744161824903,59.9744161824903,59.9744161824903,1
1990.01.18,0,59.4998886271481,59.4998886271481,59.4998886271481,59.4998886271481,1
1990.01.19,0,58.4308578526917,58.4308578526917,58.4308578526917,58.4308578526917,1
1990.01.20,0,56.7780052612449,56.7780052612449,56.7780052612449,56.7780052612449,1
1990.01.21,0,54.5578456095409,54.5578456095409,54.5578456095409,54.5578456095409,1
1990.01.22,0,51.7925619989324,51.7925619989324,51.7925619989324,51.7925619989324,1
1990.01.23,0,48.5097842291754,48.5097842291754,48.5097842291754,48.5097842291754,1
1990.01.24,0,44.7423127306032,44.7423127306032,44.7423127306032,44.7423127306032,1
1990.01.25,0,40.527790833069,40.527790833069,40.527790833069,40.527790833069,1
1990.01.26,0,35.9083286462373,35.9083286462373,35.9083286462373,35.9083286462373,1
1990.01.27,0,30.9300823092878,30.9300823092878,30.9300823092878,30.9300823092878,1
1990.01.28,0,25.6427928140297,25.6427928140297,25.6427928140297,25.6427928140297,1
1990.01.29,0,20.0992890093542,20.0992890093542,20.0992890093542,20.0992890093542,1
1990.01.30,0,14.3549597528389,14.3549597528389,14.3549597528389,14.3549597528389,1
1990.01.31,0,8.46720048359195,8.46720048359195,8.46720048359195,8.46720048359195,1
